name,locations,taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_prey,characteristics_name_of_young,characteristics_group_behavior,characteristics_estimated_population_size,characteristics_biggest_threat,characteristics_most_distinctive_feature,characteristics_other_name(s),characteristics_gestation_period,characteristics_habitat,characteristics_diet,characteristics_average_litter_size,characteristics_lifestyle,characteristics_common_name,characteristics_number_of_species,characteristics_location,characteristics_slogan,characteristics_group,characteristics_color,characteristics_skin_type,characteristics_top_speed,characteristics_lifespan,characteristics_weight,characteristics_length,characteristics_age_of_sexual_maturity,characteristics_age_of_weaning,characteristics_litter_size,characteristics_predators,characteristics_type,characteristics_height,characteristics_distinctive_feature,characteristics_temperament,characteristics_training,characteristics_wingspan,characteristics_incubation_period,characteristics_age_of_fledgling,characteristics_average_clutch_size,characteristics_main_prey,characteristics_water_type,characteristics_age_of_independence,characteristics_nesting_location,characteristics_age_of_molting,characteristics_favorite_food,characteristics_origin,characteristics_migratory,domesticos,protegidos,exoticos
Weaver Bird,"['Africa', 'Asia']",Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,Ploceus cucullatus,"Seeds, grains, insects, frogs, and other animals",Unknown,Unknown,Unknown,Habitat loss,Some species grow bright yellow or red feathers for the breeding season,"Malimbes, weaver finches, and weaverbirds",Unknown,"Grasslands, farmlands, and forests",Omnivore,Unknown,Unknown,Weaver,Unkown,Africa and Asia,Unknown,Unknown,BrownYellowRedBlackWhite,Unknown,Unknown,10-20 years,28-85g (1-3oz),Unknown,Unknown,Unknown,Unknown,"Lizards, snakes, crows, and birds of prey",Bird,15-25cm (5-10in),Unknown,Unknown,Unknown,20-38cm (8-15in),A few weeks,Unknown,5.0,Unknown,Unknown,Unknown,Thorny trees,A few weeks,Unknown,Unknown,1.0,1,0,0
Galapagos Penguin,['Ocean'],Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus Mendiculus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rocky Ocean Islands,Carnivore,2,Colony,Unknown,Unkown,Unknown,Found around the Equator!,Unknown,GreyBlackWhite,Feathers,Unknown,15 - 20 years,2kg - 4kg (4.4lbs - 8.8lbs),Unknown,Unknown,Unknown,Unknown,"Leopard Seal, Killer Whale, Sharks",Bird,48cm - 50cm (19in - 20in),Small body size and fully black head,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Krill, Fish, Shrimp",Unknown,Unknown,Unknown,Unknown,Krill,Unknown,Unknown,1,0,0
Peregrine Falcon,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco peregrinus,"Birds, mammals, insects",Eyases,Pair,"140,000",Pesticide use,Dark head feathers and hooked beak,"Peregrine, duck hawk",Unknown,Various,Carnivore,Unknown,Unknown,Peregrine falcon,1.0,Global,Unknown,Unknown,BrownGreyWhite,Feathers,242 mph,15 years,0.3kg-1.5kg (0.7lbs-3.3lbs),0.3m-1.2m (1ft-4ft),3 years,2 months,2-5,"Eagles, owls",Falcon,0.25m-0.6m (0.7ft-2ft),Unknown,Unknown,Unknown,Unknown,29-33Days,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0
Wandering Albatross,['Ocean'],Animalia,Chordata,Aves,Procellariiforms,Diomedeidae,Diomedea,Diomedea exulans,"Cephalopods, crustaceans, fish",Chick,Solitary/Pairs,"25,500",Longline fishing,Enormous wingspan,"Goonie, snowy albatross, white-winged albatross, great albatross",Unknown,Unknown,Carnivore,Unknown,Unknown,Albatross,1.0,Southern oceans,Unknown,Unknown,BlackWhitePink,Feathers,67 mph,Over 50 years,5.9-12.7 kilograms (13-28 pounds),107-135 centimeters (3 feet 6 inches-4 feet 5 inches),11-15 years,Unknown,1,"Juveniles – skua, sheathbill, cat, goat, pig; adults – none",Bird,Unknown,Unknown,Unknown,Unknown,3-4 meters (10 to 12 feet),11 weeks,Unknown,Unknown,Unknown,Unknown,7-8 months,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Cockatiel,['Oceania'],Animalia,Chordata,Aves,Psittaciformes,Cacatuidae,Nymphicus,Nymphicus hollandicus,Terrestrial insects,Unknown,Unknown,"Undetermined, but conservation status is least concern",Birds of prey,Its cheek patches,"Weiro bird, quarrion",Unknown,"Scrub, bush, wetlands",Herbivore,Unknown,Unknown,Cockatiel,1.0,Australia,Unknown,Unknown,GreyYellowWhiteOrange,Feathers,43 mph,"As long as 35 years, average between 15 and 25 or longer in captivity",3.17 ounces,9.84 to 13.8 inches,Unknown,Unknown,Five,Raptors,Bird,Unknown,Unknown,Unknown,Unknown,11.8 to 13.7 inches,17 to 23 days,Unknown,5.0,Unknown,Unknown,Unknown,Tree cavities,Three to five weeks,Unknown,Unknown,Unknown,1,0,0
Grouse,['Europe'],Animalia,Chordata,Aves,Galliformes,Phasianidae,Tetraoninae,Tetraoninae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Forest, shrubland and grassy plains",Omnivore,Unknown,Flock,Unknown,Unkown,Unknown,Feathered legs and toes!,Unknown,BrownYellowRedBlueBlackWhiteGreen,Feathers,6 mph,1 - 10 years,0.3kg - 6.5kg (0.6lbs - 14lbs),31cm - 95cm (12in - 37in),Unknown,Unknown,Unknown,"Fox, Lynx, Birds Of Prey",Bird,Unknown,Long tail feathers and feathered legs and toes,Unknown,Unknown,45cm - 101cm (22in - 40in),Unknown,Unknown,8.0,"Insects, Nuts, Seeds, Berries",Unknown,Unknown,Unknown,Unknown,Insects,Unknown,Unknown,1,0,0
Honey Buzzard,"['Asia', 'Eurasia', 'Europe', 'Oceania']",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Unknown,Unknown,"Wasp and bee larvae, young birds, and frogs.",Unknown,Unknown,Unknown,"Larger raptors, habitat loss, and reduced availability of prey",Unknown,Unknown,Unknown,Unknown,Carnivore,Unknown,Unknown,Unknown,6.0,Unknown,Unknown,Unknown,BrownGreyWhite,Feathers,Unknown,9 years,one to two pounds,Unknown,2 years,Unknown,Unknown,Goshawks,Unknown,20–24 in,Unknown,Unknown,Unknown,4.2 to 4.9 feet,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,33 – 66 feet above the ground,Unknown,Unknown,Unknown,1.0,1,0,0
Black-Capped Chickadee,['North-America'],Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,P. atricapillus,Insects,"Hatchling, chick, or fledgling, depending on their stage of development",SociableFlock,41 million,Habitat distruction,Striking color pattern,Chickadee,Unknown,"Forests of deciduous and coniferous trees, gardens, parks, and backyards",Omnivore,Unknown,Unknown,Black-Capped Chickadee,Unkown,Unknown,Unknown,Unknown,BrownGreyBlackWhite,Feathers,Unknown,3 - 11.5 years,0.36 ounces,4.75 - 5.5 inches,Unknown,Unknown,Unknown,"Hawks, owls, cats",North America,4 - 6 inches,Unknown,Unknown,Unknown,6 - 8 inches,Unknown,Unknown,Unknown,Insects,Unknown,Unknown,"Tree cavities, birdhouses",14 - 18 days,"Insects, berries, and seeds",Unknown,Unknown,1,0,0
Harpy Eagle,"['Central-America', 'South-America']",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpia,Harpia harpyja,Unknown,Chicks or hatchlings,Small families,Unknown,Unknown,Crown of feathers,American Harpy Eagle,Unknown,Lowland rainforests,Carnivore,Unknown,Unknown,Harpy Eagle,Unkown,Central and South America,Talon's the size of a grizzly bear's claws!,Birds,BlackWhite,Feathers,50 mph,25 to 35 years in the wild,5kg - 9kg (11lb - 20lbs),89cm - 102cm (35in - 40in),4 or 5 years,Unknown,Unknown,Other harpy eagles,Unknown,Unknown,Unknown,Unknown,Unknown,2m (6.5ft),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Sloths, monkeys, lizards, rodents, small deer, and birds",Unknown,Unknown,1,0,0
Pileated Woodpecker,['North-America'],Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,Dryocopus pileatus,Ants and other insects,Unknown,Unknown,1.9 million,"Cats, human activity",Bright red crest at top of head,"Wood hen, carpenter bird",Unknown,"Coniferous, mixed and hardwood forests",Omnivore,Unknown,Unknown,Pileated woodpecker,1.0,North America,Unknown,Unknown,GreyRed,Unknown,Unknown,12 years,8.8 to 12.3 ounces,16 to 19 inches,Unknown,Unknown,Four,"Weasels, squirrels, rat snakes, gray foxes",Bird,Unknown,Unknown,Unknown,Unknown,26 to 30 inches,18 days,Unknown,Unknown,Unknown,Unknown,Unknown,Holes bored in trees,Unknown,Unknown,Unknown,Unknown,1,0,0
Kakapo,['Oceania'],Animalia,Chordata,Aves,Psittaciformes,Nestoridae,Strigops,Strigops habroptilus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Areas of natural vegetation and dense jungle,Herbivore,2,Solitary,Unknown,Unkown,Unknown,The heaviest species of parrot in the world!,Unknown,BrownGreen,Feathers,Unknown,50-65 years,2-4kg (4.5-9lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Bird,Unknown,Unknown,Unknown,Unknown,A few feet,30 days,Unknown,6.0,"Rimu fruit, Flowers, Roots, Seeds",Unknown,Unknown,Hollow logs or crevices,3.5 months,Rimu fruit,Unknown,Unknown,1,0,0
Booby,"['Central-America', 'Ocean', 'South-America']",Animalia,Chordata,Aves,Pelecaniformes,Sulidae,Sula,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Subtropical and tropical islands,Carnivore,Unknown,Flock,Unknown,Unkown,Unknown,Seabirds found across the South Pacific!,Unknown,BrownGreyBlackWhite,Feathers,60 mph,12 - 17 years,0.9kg -1.8kg (2lbs - 3.9lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Bird,64cm - 91cm (25in - 36in),Large body size and brightly coloured feet,Unknown,Unknown,130cm - 155cm (51in - 61in),Unknown,Unknown,2.0,"Flying Fish, Sardines, Anchovies, Squid",Saltwater,Unknown,Unknown,Unknown,Flying Fish,Unknown,Unknown,1,0,0
King Penguin,"['Antarctica', 'Ocean']",Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes patagonicus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rocky Antarctic Islands,Carnivore,1,Colony,Unknown,Unkown,Unknown,More than 2 million breeding pairs!,Unknown,GreyYellowBlackWhite,Feathers,Unknown,15 - 20 years,11kg - 16kg (24lbs - 35lbs),Unknown,Unknown,Unknown,Unknown,"Leopard Seal, Killer Whale, Sharks",Bird,60cm - 90cm (24in - 35in),Large body size with yellow markings on head,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Krill, Fish, Shrimp",Unknown,Unknown,Unknown,Unknown,Krill,Unknown,Unknown,1,0,0
Kori Bustard,['Africa'],Animalia,Chordata,Aves,Otidiformes,Otididae,Ardeotis,Ardeotis kori,"Insects, small mammals, mollusks, lizards, bird eggs, nestlings, carrion",Unknown,Unknown,Unknown,"Livestock farming and ranching, hunting and trapping, service and utility lines",Crest,"Christmas turkey, Kalahari Kentucky",Unknown,Open grasslands,Omnivore,Unknown,Unknown,Kori bustard,2.0,Africa,Unknown,Unknown,BrownGreyBlackWhite,Feathers,Unknown,26-28 years,6.6-39.7lbs,2ft 11in-4ft 5in,Unknown,Unknown,Unknown,"Ground-dwelling predatory, carnivorous or omnivorous mammals, birds of prey",Bird,2.25-4.5ft,Unknown,Unknown,Unknown,5ft 10in-7ft 3in,23-24 days,Unknown,2.0,Unknown,Unknown,Unknown,Open savanna,Unknown,Unknown,Unknown,Unknown,1,0,0
Ostrich,['Africa'],Animalia,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,Struthio camelus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Desert and savanna areas,Omnivore,Unknown,Herd,Unknown,Unkown,Unknown,The largest bird in the world!,Unknown,BrownGreyBlackWhitePink,Feathers,42 mph,50 - 70 years,63kg - 130kg (140lbs - 290lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Bird,1.8m - 2.7m (6ft - 9ft),Small wings and long neck and legs,Unknown,Unknown,1.5m - 2m (4.9ft - 6.5ft),Unknown,Unknown,10.0,"Grass, Roots, Seeds, Flowers",Unknown,Unknown,Ground,Unknown,Grass,Unknown,Unknown,1,0,0
Hawaiian Goose,['North-America'],Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta sandvicensis,Unknown,Unknown,Unknown,2500. Its conservation status is near threatened.," Loss of habitat, predation, especially of eggs","Its beautiful, neutral-colored plumage","Nene, nēnē",Unknown,"Scrub forest, grassland, volcanic slopes, pastures, coastal dunes",Herbivore,Unknown,Unknown,Hawaiian goose,1.0,Hawaii,Unknown,Unknown,GreyWhiteCreamBlack-Brown,Unknown,40 mph,28 to 42 years,3.96 to 5.07 pounds,20.87 to 25.98 inches,Unknown,Unknown,One to five,"Owls, hawks, falcons, rats, pigs, mongooses, dogs, cats",Bird,16 inches,Unknown,Unknown,Unknown,36 to 38 inches,29 to 31 days,Unknown,Unknown,Unknown,Unknown,Unknown,Beneath a tree or bush,Three months,Unknown,Unknown,Unknown,1,0,0
Toucan,"['Central-America', 'South-America']",Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Lowland rainforest and tropical forest borders,Omnivore,Unknown,Solitary,Unknown,Unkown,Unknown,There are more than 40 different species!,Unknown,YellowBlackWhiteOrange,Feathers,39 mph,12 - 20 years,130g - 680g (4.6oz - 24oz),Unknown,Unknown,Unknown,Unknown,"Human, Weasels, Large Birds",Bird,29cm - 63cm (11.5in - 29in),Small body and enormous colourful beak,Unknown,Unknown,43-60 inches,17-18 days,Unknown,3.0,"Fruit, Eggs, Insects",Unknown,Unknown,Hollows of trees,1 year,Fruit,Unknown,Unknown,1,0,0
Ringed Kingfisher,['North-America'],Animalia,Chordata,Aves,Coracliformes,Alcedinidae,Megaceryle,Megaceryle torquata,"Fish, frogs, crustaceans",Chick,Solitary,"20,000,000","Habitat loss, predators",Rust-colored breast,Collared kingfisher,23 days,"Marshes, riverbanks",Carnivore,Unknown,Unknown,Ringed kingfisher,Unkown,North and South America,Unknown,Unknown,GreyFawnWhite,Feathers,25 mph,5 to 10 years,10 to 12 ounces,12 to 16 inches,1 year,5 weeks,3-6,Raptors,Unknown,3 to 6 inches,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Dodo,['Extinct'],Animalia,Chordata,Aves,Columbiformes,Columbidae,Raphus,Raphus cucullatus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tropical forest,Omnivore,1,Flock,Dodo,Unkown,Unknown,Native to the island of Mauritius!,Unknown,BrownGreyBlackWhite,Feathers,Unknown,10 - 30 years,20kg (44lbs),Unknown,Unknown,Unknown,Unknown,"Humans, Cats, Dogs",Bird,1m (3ft),Hooked beak and unable to fly,Unknown,Unknown,About 20 inches,Unknown,Unknown,1.0,Tambalacoque Fruit,Unknown,Unknown,Ground,Probably a few weeks or months,Tambalacoque Fruit,Unknown,Unknown,1,0,0
Chicken,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Open woodland and sheltered grassland,Omnivore,Unknown,Flock,Unknown,Unkown,Unknown,"First domesticated more than 10,000 years ago!",Unknown,BrownYellowRedBlackWhiteOrange,Feathers,6 mph,2 - 4 years,1kg - 3kg (2.2lbs - 6.6lbs),30cm - 45cm (11.8in - 17.7in),Unknown,Unknown,Unknown,"Human, Fox, Raccoon",Bird,Unknown,"Sharp, pointed beak and clucking sounds",Unknown,Unknown,45cm - 60cm (17.7in - 23.6in),Unknown,Unknown,2.0,"Seeds, Fruit, Insects, Berries",Unknown,Unknown,Unknown,Unknown,Seeds,Unknown,Unknown,1,0,0
Kiwi,['Oceania'],Animalia,Chordata,Aves,Struthioniformes,Apterygidae,Apteryx,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Forests and dense woodland,Omnivore,Unknown,Solitary,Unknown,Unkown,Unknown,Only found in the forests of New Zealand!,Unknown,BrownGreyWhite,Feathers,12 mph,8 - 12 years,1.3kg - 3.3kg (2.6lbs - 7.3lbs),Unknown,Unknown,Unknown,Unknown,"Foxes, Dogs, Cats",Bird,25cm - 45cm (9.8in - 17in),"Round body and long, sharp and straight beaks",Unknown,Unknown,An inch per wing,75 to 85 days,Unknown,2.0,"Worms, Spiders, Insects, Fruit",Unknown,Unknown,Burrows in the ground,Shortly after birth,Worms,Unknown,Unknown,1,0,0
Macaw,"['Central-America', 'South-America']",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Arini,Arini,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rainforests and tropical jungle,Omnivore,Unknown,Flock,Unknown,Unkown,Unknown,The largest species of parrot in the world!,Unknown,YellowRedBlueWhiteGreen,Feathers,15 mph,50 - 60 years,0.9kg - 2kg (2lbs - 4.4lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Bird,76cm - 100cm (30in - 39in),Large colourful body and curved beak,Unknown,Unknown,3-4 feet,Up to 28 days,Unknown,Unknown,"Fruit, Nuts, Seeds, Insects",Unknown,Unknown,"Tall trees, riverbanks and cliffsides",9-10 months,Fruit,Unknown,1.0,1,0,0
Pheasant,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,Phasianus Colchicus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Grasslands, fields and wetlands",Omnivore,Unknown,Solitary,Unknown,Unkown,Unknown,Females lay between 8 and 12 eggs per clutch!,Unknown,BrownYellowRedBlackTanGreenOrange,Feathers,18 mph,7 - 10 years,0.9kg - 1.5kg (1.9lbs - 3.3lbs),53cm - 84cm (21in - 33in),Unknown,Unknown,Unknown,"Fox, Dog, Human",Bird,Unknown,Brightly coloured feathers and long tail of the male,Unknown,Unknown,71cm - 86cm (28in - 34in),Unknown,Unknown,10.0,"Insects, Berries, Seeds",Unknown,Unknown,Unknown,Unknown,Insects,Unknown,Unknown,1,0,0
Blue grosbeak,"['Central-America', 'North-America']",Animalia,Chordata,Aves,Passeriforme,Cardinalidae,Passerina,Passerina caerulea,"Insects, snails and other small invertebrates",Unknown,Unknown,24 million,Predators such as cats,The male’s bright blue plumage,Unknown,Unknown,Favored habitat is open woods with some shrubs and small trees,Omnivore,Unknown,Unknown,Blue grosbeak,1.0,"United States, Mexico, Central America, the Caribbean",Unknown,Unknown,BrownBlue,Feathers,30 mph,Unknown,0.92 and 1.11 ounces,5.5 to 7.5 inches,Unknown,Unknown,Three to five chicks,"Cats, snakes, birds of prey",Bird,Unknown,Unknown,Unknown,Unknown,10 to 11.5 inches,12 to 13 days,Unknown,Unknown,Unknown,Unknown,Unknown,"In small trees, vines, briars or shrubs near an open area",9 to 10 days,Unknown,Unknown,1.0,1,0,0
Cuckoo,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,Cuculidae,insects,Unknown,Unknown,between 25 and 100 million birds,Shifting habitat,"Feet, which are zygodactyl (two inner toes face forward, two outer twos face backward)",Unknown,Unknown,"Forests, meadows, woodlands, and scrub areas.",Omnivore,"12 and 22 eggs each breeding season, spread among different nests.",Unknown,cuckoo,127.0,Every continent except Antarctica,Unknown,Unknown,Unknown,Unknown,19 mph,six years,.5 ounces to 1.4 ounces,Unknown,Unknown,Unknown,Unknown,"Raptors (adult birds), Snakes and raccoons (nestlings)",bird,Unknown,Unknown,Unknown,Unknown,"Up to 42 inches for the largest species, the channel-billed cuckoo",11 to 13 days,Unknown,Unknown,Unknown,Unknown,Unknown,"Trees, bushes, the ground. Some species lay their eggs in other bird's nests.",Unknown,Unknown,Unknown,Unknown,1,0,0
Emu,['Oceania'],Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,Dromaius novaehollandiae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Open grasslands with bushes close to water,Omnivore,Unknown,Flock,Unknown,Unkown,Unknown,The largest bird in Australia!,Unknown,BrownGreyBlack,Feathers,25 mph,12 - 20 years,18kg - 60kg (40lbs - 132lbs),Unknown,Unknown,Unknown,Unknown,"Human, Wild dogs, Birds of prey",Bird,1.5m - 1.9m (4.9ft - 6.2ft),Enormous body size and large eyes,Unknown,Unknown,Unknown,Unknown,Unknown,11.0,"Fruit, Seeds, Insects, Flowers",Unknown,Unknown,Unknown,Unknown,Fruit,Unknown,Unknown,1,0,0
Hummingbird,"['Central-America', 'North-America', 'South-America']",Animalia,Chordata,Aves,Apodiformes,Trochilidae,Trochilinae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rainforest and tropical jungles,Omnivore,Unknown,Solitary,Unknown,Unkown,Unknown,Beat their wings up to 80 times per second!,Unknown,BrownGreyRedWhiteTanGreen,Feathers,30 mph,3 - 5 years,2.2g - 20g (0.07oz - 0.7oz),Unknown,Unknown,Unknown,Unknown,"Hawks, Snakes, Lizards",Bird,5cm - 20cm (2in - 8in),"Long, thin beak and the ability to hover",Unknown,Unknown,Three to five inches,15 to 18 days,Unknown,2.0,"Nectar, Tree sap, Insects, Spiders",Unknown,Unknown,Sheltered trees or shrubbery and fork of branches,Four months for some species,Nectar,Unknown,1.0,1,0,0
Bobolink,"['North-America', 'South-America']",Animalia,Chordata,Aves,Passeriformes,Icteridae,Dolichonyx,Dolichonyx oryzivorus,Insects and insect larvae,Unknown,Unknown,9.7 million,"Habitat destruction, climate change","Its song, which sounds like “Bob o’ Lincoln.”","Armyworm bird, reedbird, rice bird, butterbird",Unknown,"Wetlands, prairies, grassy fields",Omnivore,Unknown,Unknown,Bobolink,1.0,"Canada and northern United States in the spring, South America in the winter",Unknown,Unknown,BlackCreamLight-Brown,Feathers,45 mph,average of five years,one ounce,6.3 to 7.1 inches,Unknown,Unknown,3-7,"Skunks, birds of prey, raccoons, snakes",bird,Unknown,Unknown,Unknown,Unknown,11.5 inches,10-13 days,Unknown,5.0,Unknown,Unknown,Unknown,On the ground among the grass,one week,Unknown,Unknown,1.0,1,0,0
Chinstrap Penguin,"['Antarctica', 'Ocean']",Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis Antarcticus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rocky Antarctic Islands,Carnivore,2,Colony,Unknown,Unkown,Unknown,There are 7 million breeding pairs!,Unknown,GreyBlackWhite,Feathers,Unknown,15 - 20 years,3kg - 6kg (6.6lbs - 13lbs),Unknown,Unknown,Unknown,Unknown,"Leopard Seal, Killer Whale, Sea Birds",Bird,60cm - 68cm (24in - 27in),"White face and thin, black line that runs under the chin",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Krill, Fish, Shrimp",Unknown,Unknown,Unknown,Unknown,Krill,Unknown,Unknown,1,0,0
Mountain Bluebird,"['Central-America', 'North-America']",Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,Sialia currucoides,"Seeds, fruits, insects, and spiders",Unknown,Unknown,6 million mature individuals,Lack of tree hollows,Bright blue plumage,Arctic bluebirds,Unknown,Plains and mountains,Omnivore,Unknown,Unknown,Mountain Bluebird,1.0,North America,Unknown,Unknown,BrownGreyBlueWhite,Feathers,20 mph,6-10 years,0.8-1.1 ounces,Unknown,Unknown,Unknown,Unknown,"Hawks, falcons, cats, raccoons, snakes, weasels, and rodents",Bird,6-7 inches,Unknown,Unknown,Unknown,11-14in,12-16 days,Unknown,Unknown,Unknown,Unknown,Unknown,Tree hollows,Unknown,Unknown,Unknown,1.0,1,0,0
Umbrellabird,"['Central-America', 'South-America']",Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus,"Fruit, Frogs, Insects",Chick,Solitary,Declining,Habitat loss,Unknown,Unknown,Unknown,Low and high altitude rainforest,Omnivore,Unknown,Diurnal,Umbrellabird,3.0,Central and South America,Migrates up and down the mountains!,Bird,Black,Feathers,Unknown,12 - 20 years,320g - 570g (11.3oz - 20oz),Unknown,2 - 4 years,Unknown,Unknown,Unknown,Unknown,38cm - 50cm (15in - 20in),Umbrella-like crest and black feathers,Unknown,Unknown,66cm - 71cm (26in - 28in),1 month,8 - 10 weeks,1.0,Unknown,Saltwater,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Barred Owl,"['Central-America', 'North-America']",Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,Strix varia,"Mammals, including house mice and rabbits, other birds, amphibians, reptiles, insects and other invertebrates and even fish.",Unknown,Unknown,3 million and increasing,Great horned owl,Its facial disk and huge eyes.,"Striped Owl, Northern Barred Owl, Hoot Owl, Ol’ Eight-Hooter",Unknown,"Forests, especially old growth forests near bodies of water, wooded swamps",Carnivore,Unknown,Unknown,Barred owl,4.0,North America,Unknown,Unknown,BrownGrey,Unknown,30 mph,18 years,"Males weigh 1 to 1.8 pounds, females weigh about 1.8 to 2 pounds","18.9 inches for males, 20 inches for females",Unknown,Unknown,Two to three,"Raccoons and weasels, great horned owls, humans",Bird,Unknown,Unknown,Unknown,Unknown,42.13 to 43.7 inches,28 to 33 days,Unknown,3.0,Unknown,Unknown,Unknown,"Tree cavities, larger abandoned nests, squirrel drays. Barred owls may also choose a nest box.",Four to five weeks,Unknown,Unknown,Unknown,1,0,0
Bird Of Paradise,"['Asia', 'Oceania']",Animalia,Chordata,Aves,Passeriformes,Paradisaeidae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tropical forest tree tops,Omnivore,Unknown,Solitary,Unknown,Unkown,Unknown,There are around 50 different species!,Unknown,BrownGreyYellowRedBlueBlackWhiteGreen,Feathers,Unknown,5 - 8 years,50g - 430g (1.8oz - 15.2oz),Unknown,Unknown,Unknown,Unknown,Unknown,Bird,15cm - 110cm (6in - 43in),Brightly coloured feathers and elaborate dance of males,Unknown,Unknown,7.8 to 47.2 inches (20 to 120 cm),16 to 22 days,Unknown,Unknown,"Insects, Fruit, Seeds, Berries",Unknown,Unknown,Forks of trees,A few months to 7 years,Insects,Unknown,Unknown,1,0,0
